name,smiles,is_papota
chlorpropamide,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,0
Propanolol,[Cl].CC(C)NCC(O)COc1cccc2ccccc12,0
clofibric acid,CC(C)(Oc1ccc(Cl)cc1)C(O)=O,0
piribedil,C4Oc3ccc(CN1CCN(CC1)c2ncccn2)cc3O4,0
Levomethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,1
erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
felbamate,C1=C(C(COC(N)=O)COC(N)=O)C=CC=C1,0
2-5-Dimethoxy-4-(n)-propylthiophenethylamine (2C-T-7),CCCSC1=C(C=C(C(=C1)OC)CCN)OC,1
prednival,C(C)CCC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO,0
ectylurea,CC\C(=C/C)C(=O)NC(N)=O,0
M2L-663581,OCC(C)(O)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,0
Org5222,c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CN(C1)C,0
Y-G15,c1c(nccc1)CCN(C)C,0
gacyclidine,[C@@]3(C1=CC=CS1)(N2CCCCC2)[C@H](CCCC3)C,0
cyclopregnol,[C@]23(C1(C(C1)CC2)[C@H](O)C[C@@H]4[C@@H]3CC[C@]5([C@H]4CC[C@@H]5C(=O)C)C)C,0
Piritramide,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,1
zorubicin,[Cl-].COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)/C(C)=N/NC(=O)c6ccccc6.[H+],0
Propanone,CC(C)=O,0
Midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.C(=CC(=O)O)C(=O)O,1
drotebanol,[C@@]123C4=C(C[C@H]([C@@]1(CC[C@H](C2)O)O)N(CC3)C)C=CC(=C4OC)OC,0
fantridone,C1=CC=CC2=C1C3=C(C(=O)N2CCCN(C)C)C=CC=C3,0
pizotifen,C1=CSC2=C1C(C3=C(CC2)C=CC=C3)=C4CCN(CC4)C,0
dibekacin,NCC1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O,0
teniloxazine,C1=CC=CC(=C1CC2=CC=CS2)OCC3OCCNC3.O=C(O)\C=C/C(=O)O,0
binedaline,C2=C(C1=C(C=CC=C1)[N]2N(CCN(C)C)C)C3=CC=CC=C3,0
Ethionamide,CCc1cc(ccn1)C(N)=S,0
Naphyrone,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3,1
midaflur,C1(=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)N,0
SB204454,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,0
Tiletamine & Zolazepam Combination Product,CCNC1(CCCCC1=O)C2=CC=CS2,1
clomocycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCO)C1=O,0
nitrazepam,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,0
Methyprylon,CCC1(C(=O)C(CNC1=O)C)CC,1
nicomorphine,[C@@]127C3=C4C[C@H]([C@@H]1C=C[C@@H]([C@@H]2OC3=C(C=C4)OC(C5=CN=CC=C5)=O)OC(C6=CN=CC=C6)=O)N(C)CC7,0
Ezogabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,1
Nor-1-chlorpromazine,N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCNC,0
Amphetamine,CC(CC1=CC=CC=C1)N,1
difencloxazine,Clc1ccc(cc1)C(OCCN2CCOCC2)c3ccccc3,0
rolipram,C1=C(C(=CC=C1C2CNC(C2)=O)OC)OC3CCCC3,0
cormethasoneacetate(cormetasone-acetate),CC4CC3C2CC(F)(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,0
Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,0
viloxazine,C1=CC=CC(=C1OCC2CNCCO2)OCC,0
roletamide,C1=C(C(=C(C=C1C(\C=C\N2CC=CC2)=O)OC)OC)OC,0
Butanone,CCC(C)=O,0
Racemethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,1
zolpidem,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,0
ipsapirone,[H+].C1=CC=CC2=C1[S](=O)(=O)N(C2=O)CCCCN4CCN(C3=NC=CC=N3)CC4.[Cl-],0
doxylamine succinate,CN(C)CCOC(C)(c1ccccc1)c2ccccn2.OC(=O)CCC(O)=O,0
cyproximide(ciproximide),C1=CC(=CC=C1C23C(C(=O)NC2=O)C3)Cl,0
tacrine,Nc1c2CCCCc2nc3ccccc13,0
4-Methylaminorex (cis isomer),CC1C(OC(=N1)N)C2=CC=CC=C2,1
folic-acid,[C@H](NC(C3=CC=C(NCC1=NC2=C(N=C1)NC(=NC2=O)N)C=C3)=O)(CCC(O)=O)C(O)=O,0
sarmoxicillin,COCOC(=O)C1N2C(SC1(C)C)C(N3C(=O)C(NC3(C)C)c4ccc(O)cc4)C2=O,0
Suvorexant,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,1
1-[1-(2-Thienyl)cyclohexyl]piperidine,C1CCC(CC1)(C2=CC=CS2)N3CCCCC3,1
declenperone,C1=CC=CC2=C1N(C(=O)N2)CCCN4CCC(C(C3=CC=C(F)C=C3)=O)CC4,0
zopiclone,C1=CC(=CN=C1N2C(C3=C(C2=O)N=CC=N3)OC(N4CCN(C)CC4)=O)Cl,0
pentiapine,CN1CCN(CC1)C3=Nc2ccccc2Sc4nccn34,0
Cyclohexane,C1CCCCC1,0
Methylphenobarbital (mephobarbital),CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,1
heptabarb,C(C2(C1=CCCCCC1)C(NC(=O)NC2=O)=O)C,0
etasuline,C1=C(Cl)C=CC3=C1C(C2=CC=CC=C2)SC(=N3)NCC,0
Risperidone,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,0
Buprenorphine,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,1
citalopram,C1=CC(=CC3=C1C(C2=CC=C(F)C=C2)(OC3)CCCN(C)C)C#N,0
Mefenorex,CC(CC1=CC=CC=C1)NCCCCl,1
clemeprol,C1=CC=CC(=C1)C(C(CN(C)C)O)C2=CC=C(C=C2)Cl,0
melitracen,C1=CC=CC3=C1C(C2=C(C=CC=C2)C3(C)C)=CCCN(C)C,0
Mestanolone (17alpha-methyl-17beta-hydroxy-5alpha-androstan-3-one),CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4(C)O)C,1
Hydrochlorothiazide,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,0
piperacetazine,C1=C(C(C)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(CCO)CC4,0
19-Nor-5-androstenediol (3beta-17beta-dihydroxyestr-5-ene; 3alpha-17beta-dihydroxyestr-5-ene),CC12CCC3C4CCC(CC4=CCC3C1CCC2O)O,1
metiapine,C1=C(C)C=CC3=C1C(=NC2=C(C=CC=C2)S3)N4CCN(C)CC4,0
alphameprodine/betameprodine,[C@]2(C1=CC=CC=C1)([C@H](CN(C)CC2)CC)OC(CC)=O,0
Ethylmorphine,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,1
5-Methoxy-N-N-diisopropyltryptamine,CC(C)N(CCC1=CNC2=C1C=C(C=C2)OC)C(C)C,1
phendimetrazine,[C@H]2(C1=CC=CC=C1)[C@@H](N(CCO2)C)C,0
7-K08,c1c(Cl)nc(N2CCN(CCCCN3C(CCC3)=O)CC2)cc1C(F)(F)F,0
metoxepin,C1=C(OC)C=CC3=C1C(=CC2=C(C=CC=C2)O3)N4CCN(C)CC4,0
Thiamylal,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C,1
Dextromoramide,CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4,1
gramicidin-s-2,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5,0
Oxycodone,CC(=O)NC1=CC=C(C=C1)O.CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,1
quazepam,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,0
mosapramine,C1=C(Cl)C=CC5=C1N(CCCN4CCC3(N2C(CCCC2)NC3=O)CC4)C6=C(CC5)C=CC=C6,0
lorcainide,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,0
cafedrine,C1=NC3=C([N]1CCNC(C(C2=CC=CC=C2)O)C)C(N(C)C(N3C)=O)=O,0
Norethandrolone (17alpha-ethyl-17beta-hydroxyestr-4-en-3-one),CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O,1
Etorphine HCl,CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O.Cl,1
carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,0
amisulpride,C1=C([S](CC)(=O)=O)C(=CC(=C1C(NCC2N(CCC2)CC)=O)OC)N,0
choline,C[N+](C)(C)CCO,0
isothamine(profenamine),C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(N(CC)CC)C,0
lenperone,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3,0
biriperone,C1=CC=CC2=C1C4=C([NH]2)CN3CCN(CC3C4)CCCC(C5=CC=C(C=C5)F)=O,0
Ocfentanil,COCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3F,1
Org34167,c1ccc(c(c1)[C@H](CC=C)N)c1c2c(on1)cccc2,0
perafensine,C2=C1C(=NC(=CC1=CC=C2)N3CCNCC3)C4=CC=CC=C4,0
xorphanol,[C@]135[C@H]([C@H](N(CC1)CC2CCC2)CC4=C3C=C(O)C=C4)[C@H](CC(C5)=C)C,0
Pentazocine,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,1
heroin,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,0
Fencamfamin,CCNC1C2CCC(C2)C1C3=CC=CC=C3,1
Tetrahydrogestrinone (13beta-17alpha-diethyl-17beta-hydroxygon-4-9-11-trien-3-one),CCC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)CC)O,1
cefotetan,CO[C@]1(NC(=O)C2S\C(S2)=C(\C(N)=O)C(O)=O)[C@H]3SCC(=C(N3C1=O)C(O)=O)CSc4nnnn4C,0
difluprednate,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CCC)=O,0
cortivazol,[C@H]26[C@H]1[C@@]([C@](C(COC(C)=O)=O)(O)[C@@H](C1)C)(C[C@@H]([C@@H]2[C@@]3(C(=CC4=C(C3)C=N[N]4C5=CC=CC=C5)C(=C6)C)C)O)C,0
U-47700 (3-4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide),CN(C)C1CCCCC1N(C)C(=O)C2=CC(=C(C=C2)Cl)Cl,1
napactadine,C1=C(C=CC2=C1C=CC=C2)CC([NH2+]C)=NC.[Cl-],0
brallobarbital,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(=C)Br,0
flumethasone(flumetasoneanddiflorasone),[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@]4(C(CO)=O)O)C)O)F,0
sulmepride,C1=C(C(=CC=C1[S](N)(=O)=O)OC)C(NCC2N(CCC2)C)=O,0
detomidine,C2=C(CC1=CN=C[NH]1)C(=C(C=C2)C)C,0
Cloxazolam,CCOP(=S)(OCC)OC(=CCl)C1=C(C=CC(=C1)Cl)Cl,1
pirbenicillin,CC1(C)SC2C(N([C@H](C(=O)NC(=O)CN)c3ccccc3)C(=N)c4ccncc4)C(=O)N2C1C(O)=O,0
4-Methyl-N-ethylcathinone (4-MEC),CCNC(C)C(=O)C1=CC=C(C=C1)C,1
remacemide,C1=CC=CC=C1C(CC2=CC=CC=C2)(NC(CN)=O)C,0
compound 43,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1,0
quinacillin,CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(O)=O)C(=O)N2[C@H]1C(O)=O,0
grepafloxacin,CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4,0
GR91272,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)C[N@@]1C[C@@H](CC1)O)=O,0
Ibogaine,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,1
Trimeperidine,CCC(=O)OC1(CC(N(CC1C)C)C)C2=CC=CC=C2,1
Isomethadone,CCC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,1
fluorometholone,[C@]23([C@H]([C@H]1[C@]([C@](C(C)=O)(O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)C=C[C@]34C)F,0
TetraCycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,0
compound 32,[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,0
descinolone(descinolone-acetonide),[C@H]34[C@H]2[C@@](F)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,0
Chlordiazepoxide,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl,1
valperinol,[C@@H]1(C[C@H]3[C@H]2[C@@]1(O[C@H](O[C@H]2OC)[C@@H]3C)CN4CCCCC4)O,0
Bromazepam,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,1
thiethylperazine,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,0
methotrimeprazine,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,0
fenobam,C1=C(C=CC=C1NC(NC2=NC(=O)CN2C)=O)Cl,0
Testosterone (17beta-hydroxyandrost-4-en-3-one),CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C,1
Tetrazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,1
paramethasone,[C@]12(C(=CC(C=C1)=O)[C@H](C[C@H]3[C@H]4[C@](C[C@@H]([C@H]23)O)([C@](C(=O)CO)(O)[C@@H](C4)C)C)F)C,0
tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0
hydroxyamphetamine,CC(Cc1ccccc1)NO,0
roflurane,COC(C(F)Br)(F)F,0
albutoin,C(N1C(C(CC(C)C)NC1=S)=O)C=C,0
chlorhexadol/chloralodol,C(C(OC(C(Cl)(Cl)Cl)O)C)C(C)(C)O,0
paclitaxel,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)C2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0
GR94839_F,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(OC)cc1,0
Mazindol,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,1
Divinylether,C=COC=C,0
Alphaprodine,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,1
aldosterone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,0
cefotiam,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(O)=O,0
Clortermine,CC(C)(CC1=CC=CC=C1Cl)N.Cl,1
isocarboxazid,C1=C(C)ON=C1C(NNCC2=CC=CC=C2)=O,0
aletamine(alfetamine),C1=C(CC(CC=C)N)C=CC=C1,0
5F-PB-22 (Quinolin-8-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate),C1=CC=C2C(=C1)C(=CN2CCCCCF)C(=O)OC3=CC=CC4=C3N=CC=C4,1
Betacetylmethadol,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,1
Alphaprodine,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,1
Meclofenamate,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,0
Clortermine,CC(C)(CC1=CC=CC=C1Cl)N,1
spirilene,C1=CC=CC=C1N2C4(C(NC2)=O)CCN(CC\C=C(C3=CC=C(F)C=C3)\C)CC4,0
Nafcillin,[Na+].CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C([O-])=O,0
nalbuphine,OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,0
Ethchlorvynol,CCC(C=CCl)(C#C)O,1
Aminorex,C1C(OC(=N1)N)C2=CC=CC=C2,1
Tilidine,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2,1
flucloronide(fluclorolone-acetonide),[C@@]23(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C5C(CC3Cl)([C@]4(C(=O)CO)OC(O[C@@H]4C5)(C)C)C)C,0
carbenzide,C1=CC=CC=C1C(NNC(OCC)=O)C,0
Dihydrocodeine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,1
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0
nitrous-oxide,[N+](=[N-])=O,0
Morphine methylsulfonate,CN1CCC23C4C1CC5=C2C(=C(C=C5)OS(=O)(=O)C)OC3C(C=C4)O,1
febarbamate,C2=C(C1(C(N(CC(COCCCC)OC(N)=O)C(=O)NC1=O)=O)CC)C=CC=C2,0
2-(2-5-Dimethoxy-4-(n)-propylphenyl) ethanamine (2C-P),CCCC1=CC(=C(C=C1OC)CCN)OC,1
Terbutylchlorambucil,C(=O)(OC(C)(C)C)CCCc1ccc(cc1)N(CCCl)CCCl,0
aloracetam,C1=C([N](C(=C1C=O)C)CCNC(C)=O)C,0
JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl) indole),CCCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=C(C4=CC=CC=C43)C,1
arfendazam,C1=C(Cl)C=CC3=C1N(C2=CC=CC=C2)C(CCN3C(OCC)=O)=O,0
clometocillin,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(Cl)c(Cl)c3,0
oxaflozane,C2=C(C1CN(CCO1)C(C)C)C=CC(=C2)C(F)(F)F,0
mephobarbital(methylphenobarbital),C2=C(C1(C(N(C(NC1=O)=O)C)=O)CC)C=CC=C2,0
haloperidol,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,0
amfonelic-acid,C1=CC(=NC2=C1C(C(=CN2CC)C(O)=O)=O)CC3=CC=CC=C3,0
17ÃÅ½ÃÂ±-Methyl-androstan-3-hydroxyimine-17ÃÅ½ÃÂ²-ol,CC12CCC(=NO)CC1CCC3C2CCC4(C3CCC4(C)O)C,1
teflutixol,C1=C(C(F)(F)F)C=CC3=C1C(C2=C(C=C(F)C=C2)S3)CCCN4CCN(CCO)CC4,0
SB204457,c12c3c(C(NC(C)=O)CCc2cc(c(c1OC)OC)OC)cc(=O)c(cc3)OC,0
phenprobamate,NC(=O)OCCCc1ccccc1,0
nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OC)C,0
homprenorphine,C1=CC(=C5C2=C1CC6C34C2(C(C(OC)(C(C3)C(CC)(C)O)C=C4)O5)CCN6CC7CC7)OC,0
carbuterol,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0
cp41,c1cn(CCCO)c(C)c(O)c1=O,0
Modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1
U-47700 (3-4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide),CN(C)C1CCCCC1N(C)C(=O)C2=CC(=C(C=C2)Cl)Cl,1
zimelidine,CN(C)C/C=C(/c1ccc(Br)cc1)c2cccnc2,0
cefrotil,CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccc(cc3)C4=NCCCN4)C2=O)C(O)=O,0
alnespirone,[H+].C4=C3OCC(N(CCCCN1C(=O)CC2(CC1=O)CCCC2)CCC)CC3=C(OC)C=C4.[Cl-],0
flucindol,CN(C)C3CCc2[nH]c1c(F)cc(F)cc1c2C3,0
nicocortonide,[C@]125OC(O[C@@]([C@]1(C[C@H](O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)(CC5)C(=O)COC(=O)C6=CC=NC=C6)\C=C/C,0
vinblastine,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0
deserpidine,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,0
Nabilone,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,1
triflupromazine,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,0
acecarbromal,C(C(C(NC(NC(C)=O)=O)=O)(CC)Br)C,0
trimipramine,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,0
Efavirenz,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,0
romergoline,[C@@H]25C(=C[C@@H](CN1CC(NC(C1)=O)=O)CN2C)C3=CC=CC4=C3C(=C[NH]4)C5,0
alletorphine,[C@@](O)(C5C6(OC)C2OC1=C(O)C=CC4=C1C23C(C(N(CC3)CC=C)C4)(C5)C=C6)(CCC)C,0
urethane,NC(=O)OCC,0
diltiazem,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,0
Dipipanone,CCC(=O)C(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3.CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,1
Lorcaserin,CC1CNCCC2=C1C=C(C=C2)Cl.Cl,1
valinomycin,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0
quinupramine,C1=CC=CC4=C1N(C2C3CCN(C2)CC3)C5=C(CC4)C=CC=C5,0
carbidopa,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,0
Pipradrol,C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,1
valaciclovir,[C@@H](N)(C(OCCOC[N]1C2=C(N=C1)C(=O)N=C(N2)N)=O)C(C)C,0
33,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,0
28,C1CN(CCC1)Cc1cccc(c1)OCCCNc1nccs1,0
ivoqualine,[C@H]3(CCCC1=C2C(=NC=C1)C=CC(=C2)OC)[C@@H](CNCC3)C=C,0
viqualine,C1=C(OC)C=CC2=NC=CC(=C12)CCCC3C(CNCC3)C=C,0
pinoxepin,OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,0
5-Androstenedione (androst-5-en-3-17-dione),CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(=O)C4)C,1
damotepine,C1=CC=CC3=C1SC2=C(C=CC=C2)C=C3CN(C)C,0
pimozide,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,0
doxycycline,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14,0
4-Dihydrotestosterone (17beta-hydroxyandrostan-3-one),CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,1
bromamid,C1=CC(=CC=C1NCCC(N(C)C)=O)Br,0
molindone,C(C1=C(C)[NH]C3=C1C(C(CN2CCOCC2)CC3)=O)C,0
alpidem,C3=C(C1=C([N]2C(=N1)C=CC(=C2)Cl)CC(N(CCC)CCC)=O)C=CC(=C3)Cl,0
metopimazine,C1=C([S](C)(=O)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(C(N)=O)CC4,0
Dronabinol (synthetic) in sesame oil in soft gelatincapsule as approved by FDA,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,1
Racemorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,1
doxepin,[H+].[Cl-].CN(C)CC\C=C/1c2ccccc2COc3ccccc13,0
Furanyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylfuran-2-carboxamide),C1CN(CCC1N(C2=CC=CC=C2)C(=O)C3=CC=CO3)CCC4=CC=CC=C4,1
nefiracetam,C1=CC=C(C(=C1C)NC(CN2C(CCC2)=O)=O)C,0
Flucytosine,NC1=C(F)C=NC(=O)N1,0
